"","character","trait_max","trait_min","avg_rating","number_ratings","anchor_trait"
"418","Maeve Millay","egalitarian","racist",92.9,21,"egalitarian"
"419","Maeve Millay","high IQ","low IQ",92.8,266,"high IQ"
"420","Maeve Millay","queen","princess",92.7,33,"princess"
"421","Maeve Millay","assertive","passive",92.6,235,"assertive"
"422","Maeve Millay","charming","awkward",92.4,250,"awkward"
"423","Maeve Millay","cool","dorky",92.4,24,"cool"
"424","Maeve Millay","alert","oblivious",92.4,25,"alert"
"425","Maeve Millay","mighty","puny",92,246,"mighty"
"426","Maeve Millay","extraordinary","mundane",92,238,"extraordinary"
"427","Maeve Millay","coordinated","clumsy",91.5,266,"clumsy"
"428","Maeve Millay","active","slothful",91.5,225,"active"
"429","Maeve Millay","attractive","repulsive",91,280,"attractive"
"430","Maeve Millay","charismatic","uninspiring",90.9,294,"charismatic"
"431","Maeve Millay","genius","dunce",90.8,286,"dunce"
"432","Maeve Millay","independent","codependent",90.7,264,"codependent"
"433","Maeve Millay","resistant","resigned",90.6,291,"resigned"
"434","Maeve Millay","interesting","tiresome",90.4,269,"interesting"
"435","Maeve Millay","spicy","mild",90.4,296,"mild"
"436","Maeve Millay","street-smart","sheltered",90.3,253,"sheltered"
"437","Maeve Millay","bossy","meek",90.1,271,"bossy"
"438","Maeve Millay","stylish","slovenly",89.9,303,"slovenly"
"439","Maeve Millay","opinionated","neutral",89.9,16,"neutral"
"440","Maeve Millay","knowledgeable","ignorant",89.9,36,"ignorant"
"441","Maeve Millay","open to new experinces","uncreative",89.8,274,"open to new experinces"
"442","Maeve Millay","complicated","simple",89.7,247,"complicated"
"443","Maeve Millay","captain","first-mate",89.6,217,"captain"
"444","Maeve Millay","master","apprentice",89.4,120,"apprentice"
"445","Maeve Millay","🌟","💩",89.4,35,"🌟"
"446","Maeve Millay","confident","insecure",89.4,279,"confident"
"447","Maeve Millay","beautiful","ugly",89.4,116,"beautiful"
"448","Maeve Millay","adventurous","stick-in-the-mud",89.3,261,"adventurous"
"449","Maeve Millay","oppressed","privileged",89.2,42,"oppressed"
"450","Maeve Millay","cocky","timid",88.8,32,"cocky"
"451","Maeve Millay","mad","glad",88.5,21,"glad"
"452","Maeve Millay","ferocious","pacifist",88.4,258,"ferocious"
"453","Maeve Millay","feminist","sexist",88.4,30,"feminist"
"454","Maeve Millay","believable","poorly-written",88.3,41,"believable"
"455","Maeve Millay","pointed","random",88.2,35,"pointed"
"456","Maeve Millay","important","irrelevant",88.1,39,"important"
"457","Maeve Millay","conspiracist","sheeple",87.8,175,"conspiracist"
"458","Maeve Millay","wild","tame",87.6,250,"tame"
"459","Maeve Millay","deep","shallow",87.6,59,"deep"
"460","Maeve Millay","pro","noob",87.6,21,"noob"
"461","Maeve Millay","fire","water",87.5,22,"fire"
"462","Maeve Millay","on-time","tardy",87.4,17,"on-time"
"463","Maeve Millay","fast","slow",87.3,266,"fast"
"464","Maeve Millay","eloquent","unpolished",87.1,292,"eloquent"
"465","Maeve Millay","chic","cheesy",87.1,25,"cheesy"
"466","Maeve Millay","suspicious","awkward",87,290,"awkward"
"467","Maeve Millay","treasure","trash",87,44,"trash"
"468","Maeve Millay","vibrant","geriatric",86.3,36,"geriatric"
"469","Maeve Millay","self-disciplined","disorganized",86.2,271,"disorganized"
"470","Maeve Millay","sturdy","flimsy",86.2,44,"flimsy"
"471","Maeve Millay","contrarian","yes-man",86.2,33,"contrarian"
"472","Maeve Millay","brave","careful",86.1,239,"brave"
"473","Maeve Millay","direct","roundabout",86,266,"direct"
"474","Maeve Millay","🦇","🐿",85.6,29,"🐿"
"475","Maeve Millay","intense","lighthearted",85.6,41,"intense"
"476","Maeve Millay","deviant","average",85.6,214,"average"
"477","Maeve Millay","mischievous","well behaved",85.5,284,"mischievous"
"478","Maeve Millay","inspiring","cringeworthy",85.5,116,"cringeworthy"
"479","Maeve Millay","stoic","hypochondriac",85.4,27,"hypochondriac"
"480","Maeve Millay","overachiever","underachiever",85.4,17,"overachiever"
"481","Maeve Millay","family-first","work-first",85.3,267,"family-first"
"482","Maeve Millay","haunted","blissful",85.2,32,"blissful"
"483","Maeve Millay","playful","shy",85.1,281,"playful"
"484","Maeve Millay","workaholic","slacker",85.1,113,"slacker"
"485","Maeve Millay","decisive","hesitant",85.1,262,"decisive"
"486","Maeve Millay","mature","juvenile",85.1,104,"juvenile"
"487","Maeve Millay","flirtatious","prudish",85,24,"flirtatious"
"488","Maeve Millay","wise","foolish",84.9,252,"foolish"
"489","Maeve Millay","soulful","soulless",84.7,107,"soulful"
"490","Maeve Millay","💃","🧕",84.7,46,"💃"
"491","Maeve Millay","curious","apathetic",84.5,245,"apathetic"
"492","Maeve Millay","vengeful","forgiving",84.3,241,"forgiving"
"493","Maeve Millay","cat person","dog person",84.3,26,"cat person"
"494","Maeve Millay","freelance","corporate",84.2,51,"corporate"
"495","Maeve Millay","frenzied","sleepy",84.2,47,"frenzied"
"496","Maeve Millay","kinky","vanilla",84.1,240,"kinky"
"497","Maeve Millay","fresh","stinky",84.1,26,"fresh"
"498","Maeve Millay","English","German",84.1,49,"English"
"499","Maeve Millay","guarded","open",83.8,284,"guarded"
"500","Maeve Millay","📈","📉",83.6,21,"📈"
"501","Maeve Millay","stubborn","accommodating",83.6,12,"accommodating"
"502","Maeve Millay","chosen one","everyman",83.5,35,"chosen one"
"503","Maeve Millay","sexual","asexual",83.4,29,"asexual"
"504","Maeve Millay","charming","trusting",83.3,230,"charming"
"505","Maeve Millay","precise","vague",83.3,150,"precise"
"506","Maeve Millay","liberal","conservative",83.2,24,"conservative"
"507","Maeve Millay","🧗","🛌",83.2,25,"🧗"
"508","Maeve Millay","feisty","gracious",83.1,313,"feisty"
"509","Maeve Millay","worldly","innocent",82.9,232,"innocent"
"510","Maeve Millay","prideful","envious",82.7,41,"envious"
"511","Maeve Millay","creative","conventional",82.4,265,"conventional"
"512","Maeve Millay","crafty","scholarly",82.2,260,"crafty"
"513","Maeve Millay","sad","happy",82.2,256,"happy"
"514","Maeve Millay","suspicious","trusting",81.9,265,"suspicious"
"515","Maeve Millay","edgy","politically correct",81.9,253,"edgy"
"516","Maeve Millay","involved","remote",81.8,268,"involved"
"517","Maeve Millay","🐩","🐒",81.7,35,"🐒"
"518","Maeve Millay","studious","goof-off",81.6,18,"goof-off"
"519","Maeve Millay","rhythmic","stuttering",81.4,34,"rhythmic"
"520","Maeve Millay","dramatic","comedic",81.2,33,"comedic"
"521","Maeve Millay","resolute","wavering",81.1,29,"resolute"
"522","Maeve Millay","👽","🤡",81.1,18,"👽"
"523","Maeve Millay","tactful","indiscreet",81,32,"indiscreet"
"524","Maeve Millay","extreme","moderate",80.7,272,"extreme"
"525","Maeve Millay","self-improving","self-destructive",80.7,37,"self-destructive"
"526","Maeve Millay","legit","scrub",80.6,20,"legit"
"527","Maeve Millay","enlightened","lost",80.6,46,"enlightened"
"528","Maeve Millay","cynical","gullible",80.5,37,"cynical"
"529","Maeve Millay","western","eastern",80.1,18,"eastern"
"530","Maeve Millay","manicured","scruffy",80.1,264,"manicured"
"531","Maeve Millay","fighter","lover",80.1,15,"fighter"
"532","Maeve Millay","introspective","not introspective",80,38,"introspective"
"533","Maeve Millay","interested","bored",80,35,"bored"
"534","Maeve Millay","rock","rap",79.9,18,"rap"
"535","Maeve Millay","exhibitionist","bashful",79.9,27,"bashful"
"536","Maeve Millay","frank","sugarcoated",79.9,24,"frank"
"537","Maeve Millay","anarchist","statist",79.8,28,"anarchist"
"538","Maeve Millay","protagonist","antagonist",79.7,25,"antagonist"
"539","Maeve Millay","multicolored","monochrome",79.6,104,"monochrome"
"540","Maeve Millay","unorthodox","traditional",79.5,113,"traditional"
"541","Maeve Millay","pensive","serene",79.5,26,"pensive"
"542","Maeve Millay","purple","orange",79.4,214,"orange"
"543","Maeve Millay","devoted","unfaithful",78.9,41,"devoted"
"544","Maeve Millay","🧠","💪",78.7,33,"💪"
"545","Maeve Millay","secretive","open-book",78.7,38,"open-book"
"546","Maeve Millay","love-focused","money-focused",78.5,32,"love-focused"
"547","Maeve Millay","hard","soft",78.4,263,"hard"
"548","Maeve Millay","valedictorian","drop out",78.3,33,"drop out"
"549","Maeve Millay","loveable","punchable",78.3,50,"loveable"
"550","Maeve Millay","bold","serious",78.2,264,"bold"
"551","Maeve Millay","flamboyant","modest",78,245,"flamboyant"
"552","Maeve Millay","extrovert","introvert",78,283,"extrovert"
"553","Maeve Millay","hunter","gatherer",78,41,"gatherer"
"554","Maeve Millay","pronatalist","child free",77.6,222,"child free"
"555","Maeve Millay","ambitious","realistic",77.5,23,"ambitious"
"556","Maeve Millay","celebrity","boy/girl-next-door",77.5,28,"boy/girl-next-door"
"557","Maeve Millay","Italian","Swedish",77.2,33,"Italian"
"558","Maeve Millay","sorrowful","cheery",76.9,263,"cheery"
"559","Maeve Millay","thick-skinned","sensitive",76.8,294,"sensitive"
"560","Maeve Millay","exuberant","subdued",76.8,44,"exuberant"
"561","Maeve Millay","cultured","rustic",76.8,21,"cultured"
"562","Maeve Millay","obsessed","aloof",76.8,258,"aloof"
"563","Maeve Millay","skeptical","spiritual",76.7,250,"skeptical"
"564","Maeve Millay","competitive","cooperative",76.7,272,"competitive"
"565","Maeve Millay","machiavellian","transparent",76.6,40,"machiavellian"
"566","Maeve Millay","punk rock","preppy",76.4,32,"preppy"
"567","Maeve Millay","radical","centrist",76.4,30,"centrist"
"568","Maeve Millay","freak","normie",76.3,24,"freak"
"569","Maeve Millay","armoured","vulnerable",76.3,227,"armoured"
"570","Maeve Millay","open-minded","close-minded",76.2,272,"close-minded"
"571","Maeve Millay","high-tech","low-tech",76.1,254,"high-tech"
"572","Maeve Millay","expressive","monotone",76.1,22,"expressive"
"573","Maeve Millay","works hard","plays hard",75.9,267,"plays hard"
"574","Maeve Millay","healthy","sickly",75.8,235,"healthy"
"575","Maeve Millay","musical","off-key",75.7,28,"musical"
"576","Maeve Millay","backdoor","official",75.4,245,"backdoor"
"577","Maeve Millay","tense","relaxed",75.2,249,"relaxed"
"578","Maeve Millay","outlaw","sheriff",75.2,263,"outlaw"
"579","Maeve Millay","hard","soft",75.1,109,"hard"
"580","Maeve Millay","atheist","theist",75,102,"atheist"
"581","Maeve Millay","extravagant","thrifty",75,22,"extravagant"
"582","Maeve Millay","heroic","villainous",74.8,243,"heroic"
"583","Maeve Millay","efficient","overprepared",74.8,46,"efficient"
"584","Maeve Millay","quirky","predictable",74.8,25,"predictable"
"585","Maeve Millay","self-assured","self-conscious",74.7,243,"self-assured"
"586","Maeve Millay","concise","long-winded",74.5,28,"concise"
"587","Maeve Millay","disarming","creepy",74.4,117,"creepy"
"588","Maeve Millay","opinionated","jealous",74.4,32,"jealous"
"589","Maeve Millay","arcane","mainstream",74.3,213,"arcane"
"590","Maeve Millay","Coke","Pepsi",74.3,19,"Coke"
"591","Maeve Millay","mysterious","unambiguous",74.1,284,"mysterious"
"592","Maeve Millay","deliberate","spontaneous",74.1,290,"deliberate"
"593","Maeve Millay","😊","🤣",73.7,21,"🤣"
"594","Maeve Millay","equitable","hypocritical",73.4,142,"equitable"
"595","Maeve Millay","feminine","masculine",73.3,252,"feminine"
"596","Maeve Millay","vintage","trendy",73.3,27,"trendy"
"597","Maeve Millay","profound","ironic",73.3,26,"ironic"
"598","Maeve Millay","masochistic","pain-avoidant",73.2,35,"masochistic"
"599","Maeve Millay","rational","whimsical",73.1,277,"rational"
"600","Maeve Millay","😭","😀",73,17,"😀"
"601","Maeve Millay","neurotypical","autistic",72.8,231,"autistic"
"602","Maeve Millay","miserable","joyful",72.7,35,"joyful"
"603","Maeve Millay","doer","thinker",72.7,26,"doer"
"604","Maeve Millay","intellectual","physical",72.7,227,"intellectual"
"605","Maeve Millay","lustful","chaste",72.7,237,"chaste"
"606","Maeve Millay","main character","side character",72.6,7,"main character"
"607","Maeve Millay","emancipated","enslaved",72.4,271,"emancipated"
"608","Maeve Millay","romantic","dispassionate",72.4,38,"dispassionate"
"609","Maeve Millay","French","Russian",72.4,29,"French"
"610","Maeve Millay","night owl","morning lark",72.3,151,"morning lark"
"611","Maeve Millay","giving","receiving",72.2,28,"giving"
"612","Maeve Millay","confidential","gossiping",72.1,244,"confidential"
"613","Maeve Millay","bitter","sweet",71.9,253,"bitter"
"614","Maeve Millay","emotional","unemotional",71.7,28,"emotional"
"615","Maeve Millay","gendered","androgynous",71.5,124,"androgynous"
"616","Maeve Millay","cannibal","vegan",71.3,51,"cannibal"
"617","Maeve Millay","😏","😬",71.2,35,"😏"
"618","Maeve Millay","never cries","often crying",71.2,39,"never cries"
"619","Maeve Millay","🐘","🐀",71,31,"🐀"
"620","Maeve Millay","goth","flower child",71,29,"flower child"
"621","Maeve Millay","narcissistic","low self esteem",70.9,53,"low self esteem"
"622","Maeve Millay","cunning","honorable",70.4,277,"cunning"
"623","Maeve Millay","salacious","wholesome",70.3,24,"salacious"
"624","Maeve Millay","circular","linear",70.2,25,"circular"
"625","Maeve Millay","biased","impartial",70.2,240,"biased"
"626","Maeve Millay","down2earth","head@clouds",70.1,228,"down2earth"
"627","Maeve Millay","scandalous","proper",70.1,251,"proper"
"628","Maeve Millay","strict","lenient",69.9,220,"lenient"
"629","Maeve Millay","angry","good-humored",69.9,236,"angry"
"630","Maeve Millay","Roman","Greek",69.8,20,"Greek"
"631","Maeve Millay","sane","crazy",69.7,23,"crazy"
"632","Maeve Millay","🥰","🙃",69.7,29,"🥰"
"633","Maeve Millay","proletariat","bourgeoisie",69.6,232,"bourgeoisie"
"634","Maeve Millay","businesslike","chivalrous",69.6,14,"businesslike"
"635","Maeve Millay","loyal","traitorous",69.5,239,"loyal"
"636","Maeve Millay","social","reclusive",69.5,40,"reclusive"
"637","Maeve Millay","😎","🧐",69.5,30,"🧐"
"638","Maeve Millay","city-slicker","country-bumpkin",69.4,27,"city-slicker"
"639","Maeve Millay","🎩","🧢",69.4,23,"🎩"
"640","Maeve Millay","sensible","ludicrous",69.2,283,"ludicrous"
"641","Maeve Millay","sage","whippersnapper",69.1,41,"sage"
"642","Maeve Millay","analysis","common sense",69,30,"analysis"
"643","Maeve Millay","serious","playful",68.8,220,"playful"
"644","Maeve Millay","focused on the future","focused on the present",68.8,269,"focused on the future"
"645","Maeve Millay","arrogant","humble",68.7,279,"arrogant"
"646","Maeve Millay","hipster","basic",68.6,210,"basic"
"647","Maeve Millay","human","animalistic",68.6,228,"animalistic"
"648","Maeve Millay","highbrow","lowbrow",68.5,243,"highbrow"
"649","Maeve Millay","technophile","luddite",68.5,225,"luddite"
"650","Maeve Millay","jaded","innocent",68.3,16,"innocent"
"651","Maeve Millay","loud","quiet",68.1,268,"loud"
"652","Maeve Millay","cosmopolitan","provincial",68,231,"cosmopolitan"
"653","Maeve Millay","zany","regular",68,27,"regular"
"654","Maeve Millay","neat","messy",67.9,165,"messy"
"655","Maeve Millay","🥵","🥶",67.9,38,"🥵"
"656","Maeve Millay","offended","chill",67.8,46,"chill"
"657","Maeve Millay","spelunker","claustrophobic",67.7,34,"claustrophobic"
"658","Maeve Millay","OCD","ADHD",67.7,28,"ADHD"
"659","Maeve Millay","individualist","communal",67.5,118,"communal"
"660","Maeve Millay","outsider","insider",67.4,142,"insider"
"661","Maeve Millay","specialist","generalist",67.4,118,"generalist"
"662","Maeve Millay","fast-talking","slow-talking",67.2,49,"fast-talking"
"663","Maeve Millay","gamer","non-gamer",67.2,28,"gamer"
"664","Maeve Millay","generous","stingy",66.8,18,"generous"
"665","Maeve Millay","proactive","reactive",66.7,39,"proactive"
"666","Maeve Millay","nurturing","poisonous",66.6,121,"nurturing"
"667","Maeve Millay","no-nonsense","dramatic",66.5,146,"dramatic"
"668","Maeve Millay","hoarder","unprepared",66.4,207,"hoarder"
"669","Maeve Millay","avant-garde","classical",66.4,104,"avant-garde"
"670","Maeve Millay","presidential","folksy",66.4,37,"folksy"
"671","Maeve Millay","varied","repetitive",66.2,103,"repetitive"
"672","Maeve Millay","factual","exaggerating",66.2,24,"exaggerating"
"673","Maeve Millay","lavish","frugal",66.1,278,"frugal"
"674","Maeve Millay","political","nonpolitical",66,231,"nonpolitical"
"675","Maeve Millay","🦄","🐴",66,25,"🐴"
"676","Maeve Millay","indie","pop",65.9,33,"indie"
"677","Maeve Millay","quarrelsome","warm",65.7,263,"quarrelsome"
"678","Maeve Millay","💀","🎃",65.5,24,"🎃"
"679","Maeve Millay","empirical","theoretical",65.3,245,"empirical"
"680","Maeve Millay","utilitarian","decorative",65.3,112,"decorative"
"681","Maeve Millay","👨‍🔧","👨‍⚕️",65,20,"👨‍⚕️"
"682","Maeve Millay","🎨","🏀",65,21,"🎨"
"683","Maeve Millay","poetic","factual",64.9,38,"factual"
"684","Maeve Millay","thin","thick",64.8,150,"thick"
"685","Maeve Millay","high standards","desperate",64.7,23,"desperate"
"686","Maeve Millay","refined","rugged",64.6,256,"refined"
"687","Maeve Millay","moist","dry",64.5,42,"dry"
"688","Maeve Millay","reasonable","deranged",64.4,24,"deranged"
"689","Maeve Millay","earth","air",64.4,17,"air"
"690","Maeve Millay","🤠","🤑",64.3,24,"🤑"
"691","Maeve Millay","industrial","domestic",64.2,101,"domestic"
"692","Maeve Millay","minimalist","pack rat",64.1,29,"minimalist"
"693","Maeve Millay","chortling","giggling",64.1,29,"chortling"
